timestamp,resolution,playback_mode,buffer,rsrp,thput
2019-09-23 02:15:41.469,6,1,23.39057,-112,391352
2019-09-23 02:15:42.484,6,1,29.107987,-112,461630
2019-09-23 02:15:43.497,6,1,28.099135,-112,757900
2019-09-23 02:15:44.505,6,1,27.086939,-112,795106
2019-09-23 02:15:45.515,6,1,26.077074,-112,378564
2019-09-23 02:15:46.522,6,1,25.070272,-112,622856
2019-09-23 02:15:47.532,6,1,24.058729,-112,985270
2019-09-23 02:15:48.538,6,1,23.053029,-112,993538
2019-09-23 02:15:49.548,6,1,22.044529,-112,880542
2019-09-23 02:15:50.555,6,1,21.036596,-112,742742
2019-09-23 02:15:51.565,6,1,20.02745,-112,836446
2019-09-23 02:15:52.572,6,1,32.287378,-112,390966
2019-09-23 02:15:53.583,6,1,33.066761,-112,709670
2019-09-23 02:15:54.591,6,1,32.058597,-112,887432
2019-09-23 02:15:55.601,6,1,31.048316,-112,891566
2019-09-23 02:15:56.615,6,1,30.035533,-112,886054
2019-09-23 02:15:57.628,6,1,29.023675,-112,1125826
2019-09-23 02:15:58.636,6,1,28.012942,-112,568728
2019-09-23 02:15:59.650,6,1,27.000439,-112,949766
2019-09-23 02:16:00.661,6,1,34.203281,-112,1029366
2019-09-23 02:16:01.669,6,1,33.19143,-112,1007318
2019-09-23 02:16:02.678,6,1,34.192133,-112,952198
2019-09-23 02:16:03.685,6,1,33.18242,-112,921882
2019-09-23 02:16:04.695,6,1,32.174638,-112,470566
2019-09-23 02:16:05.704,6,1,31.163067,-112,792350
2019-09-23 02:16:06.717,6,1,35.572367,-112,1040390
2019-09-23 02:16:07.723,6,1,34.565686,-112,1083108
2019-09-23 02:16:08.734,6,1,33.554412,-112,1103778
2019-09-23 02:16:09.745,6,1,32.545099,-112,981136
2019-09-23 02:16:10.755,6,1,31.534499,-112,78136
2019-09-23 02:16:11.766,6,1,35.860595,-112,781904
2019-09-23 02:16:12.780,6,1,34.850752,-112,1191995
2019-09-23 02:16:13.787,6,1,33.840368,-112,917922
2019-09-23 02:16:14.799,6,1,32.827837,-112,888655
2019-09-23 02:16:15.813,6,1,37.15221,-112,913690
2019-09-23 02:16:16.821,6,1,36.143952,-112,1109920
2019-09-23 02:16:17.833,6,1,35.131869,-112,777586
2019-09-23 02:16:18.847,6,1,34.124532,-112,1067304
2019-09-23 02:16:19.854,6,1,38.449148,-112,951113
2019-09-23 02:16:20.863,6,1,37.439873,-112,1164219
2019-09-23 02:16:21.871,6,1,36.432388,-112,1057698
2019-09-23 02:16:22.884,6,1,40.758542,-112,1149537
2019-09-23 02:16:23.898,6,1,39.743584,-112,835767
2019-09-23 02:16:24.906,6,1,38.736361,-112,801912
2019-09-23 02:16:25.914,6,1,37.726503,-112,941491
2019-09-23 02:16:26.923,6,1,36.720493,-112,1207963
2019-09-23 02:16:27.933,6,1,36.924278,-112,1066236
2019-09-23 02:16:28.945,6,1,35.913063,-112,1121656
2019-09-23 02:16:29.952,6,1,39.1517,-112,1048266
2019-09-23 02:16:30.965,6,1,38.140669,-112,949605
2019-09-23 02:16:31.976,6,1,37.130804,-112,1035911
2019-09-23 02:16:32.987,6,1,41.123298,-112,1220008
2019-09-23 02:16:33.997,6,1,40.111062,-112,1201975
2019-09-23 02:16:35.009,6,1,39.102177,-112,799155
2019-09-23 02:16:36.016,6,1,38.091473,-112,966222
2019-09-23 02:16:37.030,6,1,37.078143,-112,1025101
2019-09-23 02:16:38.036,6,1,36.071847,-112,923788
2019-09-23 02:16:39.045,6,1,35.062753,-112,798135
2019-09-23 02:16:40.050,6,1,34.057064,-112,933245
2019-09-23 02:16:41.063,6,1,33.047975,-112,898777
2019-09-23 02:16:42.081,6,1,52.78279,-112,1128464
2019-09-23 02:16:43.091,6,1,51.767224,-112,761744
2019-09-23 02:16:44.099,6,1,56.911084,-112,753869
2019-09-23 02:16:45.111,6,1,55.900206,-112,808950
2019-09-23 02:16:46.125,6,1,54.889573,-112,1110038
2019-09-23 02:16:47.132,6,1,53.877091,-112,882941
2019-09-23 02:16:48.140,6,1,52.871439,-112,1220161
2019-09-23 02:16:49.147,6,1,51.861514,-112,1158791
2019-09-23 02:16:50.158,6,1,50.85356,-112,1021081
2019-09-23 02:16:51.168,6,1,59.852149,-112,763492
2019-09-23 02:16:52.177,6,1,58.841916,-112,972290
